card_name,info_type,image_src,image_data_file_width,image_width,language_Rōmaji,image_height,info_number,info_lore,info_password,language_Japanese,image_data_file_height,info_atk_def,info_rarity,image_alt,language_Translated,info_card_type
Wood Clown,Warrior,https://ms.yugipedia.com//9/95/WoodClown-DM1-JP-VG.png,160,160,Uddo Jōkā,144,231,An unpleasantly smiling demon that wields a scythe to avoid enemy blows. いやなえみをうかべたあくま てにする カマで きようにこうげきをかわす,,ウッド・ジョーカー,144,800 / 1200,C,WoodClown-DM1-JP-VG.png,Wood Joker,
Madjinn Gunn,Fiend,https://ms.yugipedia.com//4/49/MadjinnGunn-DM1-JP-VG.png,160,160,Majingan,144,232,A biological weapon that attacks by firing projectiles from its mouth. くちから たまをはっしゃして こうげきする せいぶつへいき,,マジンガン,144,600 / 800,A,MadjinnGunn-DM1-JP-VG.png,Devil Gun,
Dark Titan of Terr,Fiend,https://ms.yugipedia.com//2/2e/DarkTitanofTerror-DM1-JP-VG.png,160,160,Ankoku Majin Naitomea,144,233,"A fiend said to dwell in the world of dreams, it attacks enemies in their sleep. ゆめのなかに ひそむといわれるあくま ねているあいだに いのちをうばう",,あんこくまじん ナイトメア,144,1300 / 1100,C,DarkTitanofTerror-DM1-JP-VG.png,Dark Demon Nightmare,
Beautiful Headhunt,Warrior,https://ms.yugipedia.com//2/2f/BeautifulHeadhuntress-DM1-JP-VG.png,160,160,Zanshu no Bijo,144,234,"Despite her beauty, this woman's katana has claimed many heads. そのびぼうとはうらはらに　カタナで　かずおおくの　くびをはねてきたおんな",,ざんしゅのびじょ,144,1600 / 800,D,BeautifulHeadhuntress-DM1-JP-VG.png,Beheading Beauty,
Wodan the Resident,Warrior,https://ms.yugipedia.com//9/9d/WodantheResidentoftheForest-DM1-JP-VG.png,160,160,Mori no Jūnin Udan,144,235,A warrior that has long resided in the forest and manipulates plants of the forest to attack むかしから もりにすんでいるせんし もりのしょくぶつをあやつり こうげき,,もりのじゅうにん ウダン,144,900 / 1200,D,WodantheResidentoftheForest-DM1-JP-VG.png,Wodan the Resident of the Forest,
Guardian of the La,Warrior,https://ms.yugipedia.com//1/19/GuardianoftheLabyrinth-DM1-JP-VG.png,160,160,Meikai no Ban'nin,144,236,A warrior that guards the entrance to the netherworld. It cuts down mercilessly anyone without the authority to pass. めいかいへの いりぐちをまもるせんし きょかのないものは ようしゃなくきる,,めいかいのばんにん,144,1000 / 1200,C,GuardianoftheLabyrinth-DM1-JP-VG.png,Guardian of the Underworld,
Haniwa,Rock,https://ms.yugipedia.com//f/f5/Haniwa-DM1-JP-VG.png,160,160,Haniwa,144,237,An earthen figure that protects the tomb of an ancient ruler. こだいのおうの はかのなかにある たからものをまもる つちにんぎょう,,はにわ,144,500 / 500,A,Haniwa-DM1-JP-VG.png,,
Yashinoki,Plant,https://ms.yugipedia.com//7/77/Yashinoki-DM1-JP-VG.png,160,160,Yashi no Ki,144,238,An animated palm tree. It attacks by dropping fruit that contain tasty milk. いしをもつヤシのき みをおとして こうげき みのなかのミルクはおいしい,,ヤシのき,144,800 / 600,D,Yashinoki-DM1-JP-VG.png,Palm Tree,
Vishwar Randi,Warrior,https://ms.yugipedia.com//1/18/VishwarRandi-DM1-JP-VG.png,160,160,Vishuwa Randī,144,239,A female fighter who serves darkness. It is worth living to bring an opponent to a blood festival. やみにつかえるおんなせんし あいてを ちまつりにあげることがいきがい,,ヴィシュワ・ランディー,144,900 / 700,D,VishwarRandi-DM1-JP-VG.png,,
The Drdek,Fiend,https://ms.yugipedia.com//c/c2/TheDrdek-DM1-JP-VG.png,160,160,Desu Futto,144,240,A monster who grew a leg in the eyeball. It can jump high and attacks with its claws. めだまにあしのはえたばけもの たかく ジャンプして かぎづめでこうげき,,デス・フット,144,700 / 800,C,TheDrdek-DM1-JP-VG.png,Death Foot,
Dark Assailant,Zombie,https://ms.yugipedia.com//3/30/DarkAssailant-DM1-JP-VG.png,160,160,Yami no Ansatsusha,144,241,"Armed with a blade named Psycho Sword, this assassin reigns over the Dark World. サイコソードとよばれる けんをもち まかいに くんりんする あんさつしゃ",,やみのあんさつしゃ,144,1200 / 1200,D,DarkAssailant-DM1-JP-VG.png,Dark Assassin,
Candle of Destiny,Fiend,https://ms.yugipedia.com//2/24/CandleofFate-DM1-JP-VG.png,160,160,Unmei no Rōsoku,144,242,Decides the fate of an opponent when the candle on its fingertip burns out. ゆびさきの ほのおがきえたとき あいてのうんめいが けっていする,,うんめいのろうそく,144,600 / 600,C,CandleofFate-DM1-JP-VG.png,Candle of Fate,
Water Element,Aqua,https://ms.yugipedia.com//f/fa/WaterElement-DM1-JP-VG.png,160,160,Wōtā Eremento,144,243,A sea-dwelling spirit that takes away sight by clouding the area in fog. みずにすんでいるせいれい まわりを きりでつつみこみ しかいをうばう,,ウォーター・エレメント,144,900 / 700,D,WaterElement-DM1-JP-VG.png,,
Dissolverock,Rock,https://ms.yugipedia.com//c/c7/Dissolverock-DM1-JP-VG.png,160,160,Maguman,144,244,A monster born from magma. Its intense beat melts anything that comes close. マグマのなかから うまれたモンスター ものすごいねつでちかづくものはとける,,マグマン,144,900 / 1000,D,Dissolverock-DM1-JP-VG.png,Magman,
Meda Bat,Fiend,https://ms.yugipedia.com//b/b1/MedaBat-DM1-JP-VG.png,160,160,Dāku Naporeon,144,245,"An eyeball fiend created by a servant of the wicked, it uses ""Dark Blasts"" to blow away its enemies. こころのあしきものがつくっためだまの あくま ダークボムで ばくはこうげき",,ダーク・ナポレオン,144,800 / 400,A,MedaBat-DM1-JP-VG.png,Dark Napoleon,
One Who Hunts Soul,Beast-Warrior,https://ms.yugipedia.com//8/8b/OneWhoHuntsSouls-DM1-JP-VG.png,160,160,Tamashī wo Karumono,144,246,Steals the souls of those slain by its sword. けんで きりつけられたものは たましいを ぬかれてしまう,,たましいをかるもの,144,1100 / 1000,C,OneWhoHuntsSouls-DM1-JP-VG.png,One Who Hunts Souls,
Root Water,Fish,https://ms.yugipedia.com//b/b4/RootWater-DM1-JP-VG.png,160,160,Rūto Wōtā,144,247,An amphibian capable of calling up a massive tidal wave from the dark seas to wipe out enemy monsters. うみにひそむはんぎょじん あんこくの おおつなみをおこして こうげきする,,ルート・ウォーター,144,900 / 800,B,RootWater-DM1-JP-VG.png,,
Master & Expert,Beast,https://ms.yugipedia.com//1/18/MasterExpert-DM1-JP-VG.png,160,160,Masutā an Ekisupāto,144,248,A beast master and its loyal servant. The combination they form is perfect. けものつかいのたつじんと しゅじんにちゅうじつなけもの コンビはかんぺき,,マスター・アン・エキスパート,144,1200 / 1000,D,MasterExpert-DM1-JP-VG.png,,
Water Omotics,Aqua,https://ms.yugipedia.com//2/2d/WaterOmotics-DM1-JP-VG.png,160,160,Mizu no Odoriko,144,249,Transforms the water overflowing from a jar into attacking dragons. かめから つぎつぎとあふれでるみずを りゅうにかえて こうげきしてくる,,みずのおどりこ,144,1400 / 1200,D,WaterOmotics-DM1-JP-VG.png,Water Dancer,
Hyo,Warrior,https://ms.yugipedia.com//d/d3/Hyo-DM1-JP-VG.png,160,160,Hyō,144,250,A warrior whose whole body is made of ice. His touch will freeze anything. ぜんしんが こおりでできているせんし ふれるものをなんでもこおらせてしまう,,ヒョウ,144,800 / 1200,C,Hyo-DM1-JP-VG.png,Ice,
Enchanting Mermaid,Fish,https://ms.yugipedia.com//2/2d/EnchantingMermaid-DM1-JP-VG.png,160,160,Kōkotsu no Māmeido,144,251,A beautiful mermaid that lures voyagers to a watery grave. うみをこうかいするものをゆうわくして おぼれさせる うつくしいにんぎょ,,こうこつのマーメイド,144,1200 / 900,D,EnchantingMermaid-DM1-JP-VG.png,,
Nekogal #1,Beast,https://ms.yugipedia.com//3/3d/Nekogal1-DM1-JP-VG.png,160,160,Kyattsu Fearī,144,252,"A cat fairy. Despite her adorable appearance, she quickly claws on her enemies. ネコのようせい あいらしいすがたとは うらはらに すばやくてきをひっかく",,キャッツ・フェアリー,144,1100 / 900,D,Nekogal1-DM1-JP-VG.png,Cats Fairy,
Angelwitch,Spellcaster,https://ms.yugipedia.com//9/99/Fairywitch-DM1-JP-VG.png,160,160,Enjeru Majo,144,253,"Although destined to be an angel, this creature chose the way of the witch instead. てんしになるうんめいをせおっていたが あこがれのまじょになったてんし",,エンジェル・まじょ,144,800 / 1000,D,Fairywitch-DM1-JP-VG.png,,
Embryonic Beast,Fiend,https://ms.yugipedia.com//b/bd/EmbryonicBeast-DM1-JP-VG.png,160,160,Mijuku na Akuma,144,254,An imperfect monster with a belly vortex that sucks in opponents of any size. かんぜんたいになれなかった みにくいあくま はらのあなはなんでもすいこむ,,みじゅくなあくま,144,500 / 750,C,EmbryonicBeast-DM1-JP-VG.png,Immature Demon,
Prevent Rat,Beast,https://ms.yugipedia.com//d/d7/PreventRat-DM1-JP-VG.png,160,160,Purivento Ratto,144,255,This creature is shielded with a tough hide of hair and is excellent at defending itself. けがあつまり かたいかわのように なっている しゅびはかなりたかい,,プリヴェント・ラット,144,500 / 2000,A,PreventRat-DM1-JP-VG.png,,
Dimensional Knight,Warrior,https://ms.yugipedia.com//b/b8/DDWarrior-DM1-JP-VG.png,160,160,Ijigen no Senshi,144,256,A monster capable of creating dimensional rifts to trap its enemies. くうかんをきりさいてできた いじげんくうかんにあいてをとじこめる,,いじげんのせんし,144,1200 / 1000,D,DDWarrior-DM1-JP-VG.png,Different Dimension Warrior,
Stone Armadiller,Rock,https://ms.yugipedia.com//d/d9/StoneArmadiller-DM1-JP-VG.png,160,160,Sutōn Arumajirā,144,257,"With a body armored by rock-hard fur, this monster features excellent defense capabilities. からだが いしのようにかたい けで おおわれており まもりがかたい",,ストーン・アルマジラー,144,800 / 1200,D,StoneArmadiller-DM1-JP-VG.png,,
Beastking of the S,Aqua,https://ms.yugipedia.com//3/35/BeastkingoftheSwamps-DM1-JP-VG.png,160,160,Numachi no Majūō,144,258,This creature changes the ground at its feet into quicksand to ensnare its enemies. あしもとをそこなしのぬまにかえて あいてをジワジワとひきずりこむ,,ぬまちのまじゅうおう,144,1000 / 1100,D,BeastkingoftheSwamps-DM1-JP-VG.png,Demon Beast King of the Swamps,
Ancient Sorcerer,Spellcaster,https://ms.yugipedia.com//5/55/AncientSorcerer-DM1-JP-VG.png,160,160,Kodai Madōshi,144,259,"Armed with an array of magic wands, this creature is capable of multiple attacks. かずおおくのつえをもち それぞれを つかいわけ たさいなこうげきをする",,こだいまどうし,144,1000 / 1300,C,AncientSorcerer-DM1-JP-VG.png,,
Lunar Queen Elzaim,Fairy,https://ms.yugipedia.com//a/af/LunarQueenElzaim-DM1-JP-VG.png,160,160,Tsuki no Megami Eruzaemu,144,260,A beautiful goddess guarded by the moon. Her lunar curtain can block attacks. つきをしゅごするきれいなめがみ つきあかりのカーテンでこうげきをふせぐ,,つきのめがみ エルザェム,144,750 / 1100,C,LunarQueenElzaim-DM1-JP-VG.png,Lunar Goddess Elzaim,
Wicked Mirror,Fiend,https://ms.yugipedia.com//5/58/ArchfiendMirror-DM1-JP-VG.png,160,160,Dēmonzu Mirā,144,261,"A wicked mirror that hypnotizes enemies, diverting attacks from their intended targets. かがみにうつるものにさいみんじゅつをかけ こうげきをよけるあくまのかがみ",,デーモンズ・ミラー,144,700 / 600,A,ArchfiendMirror-DM1-JP-VG.png,Daemon's Mirror,
The Little Swordsm,Warrior,https://ms.yugipedia.com//d/d3/TheLittleSwordsmanofAile-DM1-JP-VG.png,160,160,Airu no Kobito Kenshi,144,262,A dwarf who serves the traveler Aile. He rides a lizard warrior into battle. たびびとアイルにつきしたがうこびと トカゲにまたがり たたかうせんし,,アイルのこびとけんし,144,800 / 1300,C,TheLittleSwordsmanofAile-DM1-JP-VG.png,Dwarf Swordsman of Aile,
Rock Ogre Grotto#2,Rock,https://ms.yugipedia.com//7/79/RockOgreGrotto2-DM1-JP-VG.png,160,160,Wō Āsu,144,263,"A golem formed by boulders, this monster turns its enemies to stone and crushes them to dust. がんせきが あつまってできたゴーレム あいてをせきかして はかいする",,ウォー・アース,144,700 / 1400,D,RockOgreGrotto2-DM1-JP-VG.png,War Earth,
Wing Egg Elf,Fairy,https://ms.yugipedia.com//c/c3/WingEggElf-DM1-JP-VG.png,160,160,Wingu Eggu Erufu,144,264,This fairy in an eggshell uses massive wings to blow back almost any projectile attack. たまごのからに みをつつむエルフ おおきなはねで こうげきをふせぐ,,ウィング・エッグ・エルフ,144,500 / 1300,C,WingEggElf-DM1-JP-VG.png,,
Sea King of Fury,Aqua,https://ms.yugipedia.com//e/ef/TheFuriousSeaKing-DM1-JP-VG.png,160,160,Ikari no Kaiō,144,265,Grand King of the Seven Seas. Able to summon massive tidal waves to drown the enemy. いだいなうみのおう おわることのない おおつなみをよび てきをのみこむ,,いかりのかいおう,144,800 / 700,A,TheFuriousSeaKing-DM1-JP-VG.png,The Furious Sea King,
Princess of Tsurug,Warrior,https://ms.yugipedia.com//6/65/PrincessofTsurugi-DM1-JP-VG.png,160,160,Tsurugi no Joō,144,266,A queen who is skilled at the use and handling of many swords. Her sword-fighting ability is considerable. おおくのつるぎをつかいこなすじょおう そのつるぎさばきは かなりのうでまえ,,つるぎのじょおう,144,900 / 700,C,PrincessofTsurugi-DM1-JP-VG.png,Queen of Swords,
Unknown Warrior of,Warrior,https://ms.yugipedia.com//6/6d/UnknownWarriorofFiend-DM1-JP-VG.png,160,160,Aku no Mumei Senshi,144,267,A warrior who creates a vacuum at high speed to tear at the foe. すばやいうごきで しんくうをつくりだし あいてをきりきざむせんし,,あくのむめいせんし,144,1000 / 500,C,UnknownWarriorofFiend-DM1-JP-VG.png,Nameless Warrior of Evil,
Sectarian of Secre,Spellcaster,https://ms.yugipedia.com//3/3b/SectarianofSecrets-DM1-JP-VG.png,160,160,Yami ni Shitagaumono,144,268,"This wizard worships the darkness, and is served by a sinister hand that drags its enemies into oblivion. やみをすうはいするまほうつかい まのてをよびだし くらやみへひきずりこむ",,やみにしたがうもの,144,700 / 500,C,SectarianofSecrets-DM1-JP-VG.png,Follower in the Dark,
Versago the Destro,Fiend,https://ms.yugipedia.com//f/f7/VersagotheDestroyer-DM1-JP-VG.png,160,160,Hakaishin Vasāgo,144,269,A dark god of destruction that was born in the realm of darkness. It attacks by summoning a destructive storm. やみのなかからうまれた はかいのかみ はかいのあらしをよびだして こうげき,,はかいしん ヴァサーゴ,144,1100 / 900,C,VersagotheDestroyer-DM1-JP-VG.png,Vassargo the Destruction God,
Wetha,Aqua,https://ms.yugipedia.com//3/34/Wetha-DM1-JP-VG.png,160,160,Weza,144,270,A spirit that controls rain and is capable of summoning hurricanes to blow the enemy away. あめをあやつるせいれい たいふうを よびだし さまざまなものをふきとばす,,ウェザ,144,1000 / 900,C,Wetha-DM1-JP-VG.png,,
Megirus Light,Fiend,https://ms.yugipedia.com//5/57/MegirusLight-DM1-JP-VG.png,160,160,Megirasu Raito,144,271,The fatal beams from the eyes of this monster result in grim destruction. ブキミなめから あしきひかりを はなち あいてにダメージをあたえる,,メギラス・ライト,144,900 / 600,A,MegirusLight-DM1-JP-VG.png,,
Mavelus,Winged Beast,https://ms.yugipedia.com//2/23/Mavelus-DM1-JP-VG.png,160,160,Maburasu,144,272,A type of a fiery bird that makes its home in high mountains. It sprays fire from its mouth to burn everything around it. こうざんにすむ ひのとりのなかま くちからほのおをはき まわりをやく,,マブラス,144,1300 / 900,C,Mavelus-DM1-JP-VG.png,,
Ancient Tree of En,Plant,https://ms.yugipedia.com//c/c9/AncientTreeofEnlightenment-DM1-JP-VG.png,160,160,Satori no Rōju,144,273,It uses its vast knowledge to avoid many kinds of attack. ありとあらゆる ちしきをくしして さまざまな こうげきをふせぐ,,さとりのろうじゅ,144,600 / 1500,B,AncientTreeofEnlightenment-DM1-JP-VG.png,Ancient Tree of Enlightenment,
Green Phantom King,Plant,https://ms.yugipedia.com//0/04/GreenPhantomKing-DM1-JP-VG.png,160,160,Ryokuju no Reiō,144,274,"This youthful king of the forests lives in a green world, abundant with trees and wildlife. あおあおとおいしげる きにかこまれて くらす もりをおさめる わかきおう",,りょくじゅのれいおう,144,500 / 1600,B,GreenPhantomKing-DM1-JP-VG.png,Spirit King of Greenery,
Terra Bugroth,Machine,https://ms.yugipedia.com//3/38/GroundAttackerBugroth-DM1-JP-VG.png,160,160,Rikusengata Bagurosu,144,275,"A surface battle robot. It appears to havebeen usable in the sea, but no longer. りくじょうせんとうロボット いまは ダメだが うみでもつかえたらしい",,りくせんがた バグロス,144,1500 / 1000,D,GroundAttackerBugroth-DM1-JP-VG.png,Ground Attacker Bugroth,
Ray & Temperature,Fairy,https://ms.yugipedia.com//0/06/RayTemperature-DM1-JP-VG.png,160,160,Kitakaze to Taiyō,144,276,The Sun and the North Wind join hands to deliver a devastating combination of heat and gale-force winds. なかのよい きたかぜとたいよう かまいたちと ねつこうせんでこうげき,,きたかぜとたいよう,144,1000 / 1000,C,RayTemperature-DM1-JP-VG.png,Northern Wind & Sun,
Gorgon Egg,Fiend,https://ms.yugipedia.com//7/7e/GorgonEgg-DM1-JP-VG.png,160,160,Gōgon Eggu,144,277,An egg laid by a Gorgon. It is sad that whatever is reflected in its eye is what will hatch. ゴーゴンがうんだたまご おおきなめに うつったものがうまれるといわれている,,ゴーゴン・エッグ,144,300 / 1300,A,GorgonEgg-DM1-JP-VG.png,,
Petit Moth,Insect,https://ms.yugipedia.com//3/3f/PetitMoth-DM1-JP-VG.png,160,160,Puchi Mosu,144,278,Nobody has any ideawhat creature may spawnfrom this mysterious larva. せいちょうしたら どんなムシになるか わからない ちいさな ようちゅう,,プチモス,144,300 / 200,S,PetitMoth-DM1-JP-VG.png,,
King Fog,Fiend,https://ms.yugipedia.com//4/48/KingFog-DM1-JP-VG.png,160,160,Kingu Sumōku,144,279,A fiend that dwells in a blinding curtain of smoke. けむりのなかにひそむあくま まわりを けむりでおおい みえなくしてしまう,,キング・スモーク,144,1000 / 900,B,KingFog-DM1-JP-VG.png,King Smoke,
Protector of the T,Warrior,https://ms.yugipedia.com//9/9c/ProtectoroftheThrone-DM1-JP-VG.png,160,160,Ōza no Shugosha,144,280,"While the king is away, this queen protects his throne with a mightydefense. おうがるすのあいだ おうざをがいてきからまもるおうひ しゅびはかたい",,おうざのしゅごしゃ,144,800 / 1500,C,ProtectoroftheThrone-DM1-JP-VG.png,Protector of the Throne,
Mystic Clown,Fiend,https://ms.yugipedia.com//e/e7/MysticClown-DM1-JP-VG.png,160,160,Bāsākā,144,281,Nothing can stop the mad attack of this powerful creature. くるったちからをつかい こうげきする そのぼうそうは だれにもとめられない,,バーサーカー,144,1500 / 1000,D,MysticClown-DM1-JP-VG.png,Berserker,
Mystical Sheep #2,Beast,https://ms.yugipedia.com//8/8c/MysticalSheep2-DM1-JP-VG.png,160,160,Surīpyi,144,282,A monstrous sheep with a long tail for hypnotizing enemies. しっぽのながいひつじ しっぽをつかい さいみんじゅつをかけ すいまをさそう,,スリーピィ,144,800 / 1000,C,MysticalSheep2-DM1-JP-VG.png,Sleepy,
Holograh,Machine,https://ms.yugipedia.com//0/0b/Holograh-DM1-JP-VG.png,160,160,Horogurā,144,283,This machine generates illusions that leave an enemy wide open to attacks. さまざまなげんそうをみせ そのスキをついて こうげきしてくるきかい,,ホログラー,144,1100 / 700,C,Holograh-DM1-JP-VG.png,,
Tao the Chanter,Spellcaster,https://ms.yugipedia.com//b/b5/TaotheChanter-DM1-JP-VG.png,160,160,Onmyōshi Tao,144,284,A magician that mergesyin and yangtogether to create a distorted force. いんとようのちからを しんしょくさせ ゆがんだちからを うみだすまどうし,,おんみょうし タオ,144,1200 / 900,C,TaotheChanter-DM1-JP-VG.png,Tao the Exorcist,
Serpent Marauder,Reptile,https://ms.yugipedia.com//e/ed/SerpentMarauder-DM1-JP-VG.png,160,160,Debiru Sunēku,144,285,A snake with a single eye that blows an icy breath to freeze its opponents. めが1つしかないヘビ れいきを はきだし あいてをこおりづけにする,,デビル・スネーク,144,700 / 600,C,SerpentMarauder-DM1-JP-VG.png,Devil Snake,
Gatekeeper,Machine,https://ms.yugipedia.com//2/28/Gatekeeper-DM1-JP-VG.png,160,160,Gēto Kīpā,144,286,An indestructible mechanoid created for the sole purpose of guarding the gateways. いりぐちをまもるために つくられた きかい こわすのは たいへんだ,,ゲート・キーパー,144,1500 / 1800,D,Gatekeeper-DM1-JP-VG.png,,
Ogre of the Black,Beast-Warrior,https://ms.yugipedia.com//3/3f/OgreoftheBlackShadow-DM1-JP-VG.png,160,160,Kuroikage no Ōga,144,287,An ogre that has been possessed by a black shadow. It attacks at an astounding speed. くろいかげに とりつかれたオーガ すごいスピードで とつげきしてくる,,くろいかげのオーガ,144,1200 / 1400,C,OgreoftheBlackShadow-DM1-JP-VG.png,Ogre of the Black Shadow,
Dark Artist,Fiend,https://ms.yugipedia.com//3/3a/DarkArtist-DM1-JP-VG.png,160,160,Dāku Ātisuto,144,288,An evil artist that crushes foes with artistic objects. あくのげいじゅつか つぎつぎとつくりだすオブジェで てきをおしつぶす,,ダーク・アーティスト,144,600 / 1400,A,DarkArtist-DM1-JP-VG.png,,
Change Slime,Aqua,https://ms.yugipedia.com//4/46/ChangeSlime-DM1-JP-VG.png,160,160,Chenji Suraimu,144,289,A slime that can morph and adopt the shape and size of any monster it chooses. かたちをじゆうにかえ さまざまな ものにへんしんするスライム,,チェンジ・スライム,144,400 / 300,A,ChangeSlime-DM1-JP-VG.png,,
Moon Envoy,Warrior,https://ms.yugipedia.com//4/48/MoonEnvoy-DM1-JP-VG.png,160,160,Tsuki no Shisha,144,290,"A servant of the moon goddess, This warrior wields a pike with a spectacular crescent-shaped blade. つきのめがみに つかえるせんし みかづきのような ほこでこうげき",,つきのししゃ,144,1100 / 1000,D,MoonEnvoy-DM1-JP-VG.png,,
Fireyarou,Pyro,https://ms.yugipedia.com//5/57/Fireyarou-DM1-JP-VG.png,160,160,Honō no Majin,144,291,A malevolent creature wrapped in flames that attacks enemies with intense fire. ほのおにつつまれたまじん まわりのほのおおをじざいにあやつりこうげきする,,ほのおのまじん,144,1300 / 1000,C,Fireyarou-DM1-JP-VG.png,Flame Devil,
Psychic Kappa,Aqua,https://ms.yugipedia.com//3/3d/PsychicKappa-DM1-JP-VG.png,160,160,Saiko Kappā,144,292,An kappa with a myriad of powers to shield it from enemy attacks. いろいろな ちょうのうりょくをつかい こうげきのダメージを ふせぐカッパ,,サイコ・カッパー,144,400 / 1000,A,PsychicKappa-DM1-JP-VG.png,Psycho Kappa,
Masaki the Legenda,Warrior,https://ms.yugipedia.com//6/6b/MasakitheLegendarySwordsman-DM1-JP-VG.png,160,160,Densetsu no Kengō Masaki,144,293,"A legendary swordsman, said to have killed a hundred men. ひゃくにんぎりを なしとげたと いわれる でんせつのけんごう",,でんせつのけんごう マサキ,144,1100 / 1100,C,MasakitheLegendarySwordsman-DM1-JP-VG.png,Masaki the Legendary Swordmaster,
Dragoness the Wick,Warrior,https://ms.yugipedia.com//5/53/DragonesstheWickedKnight-DM1-JP-VG.png,160,160,Masōkishi Doragonesu,144,294,"A winged knight that gained power through dragon equipment. It hacks at foes from the sky, diving repeatedly. ドラゴンのそうびで ちからをえたきし そらから てきをなんどもきりつける",,まそうきし　ドラゴネス,144,1200 / 900,C,DragonesstheWickedKnight-DM1-JP-VG.png,Demon-Equipped Knight Dragoness,
Bio Plant,Fiend,https://ms.yugipedia.com//e/e5/BioPlant-DM1-JP-VG.png,160,160,Baio Puranto,144,295,A monster created from a major accident in an underground lab. ちかけんきゅうじょでの じっけんで だいしっぱいして うまれたばけもの,,バイオ・プラント,144,600 / 1300,A,BioPlant-DM1-JP-VG.png,,
One-eyed Shield Dr,Dragon,https://ms.yugipedia.com//b/b6/OneEyedShieldDragon-DM1-JP-VG.png,160,160,Wan-Aido Shīrudo Doragon,144,296,"This dragon wears a shield not only for its own protection, but also for ramming its enemies. みにつけたたては みをまもるだけでなく とつげきにもつかえる",,ワンアイド・シールドドラゴン,144,700 / 1300,D,OneEyedShieldDragon-DM1-JP-VG.png,One-eyed Shield Dragon,
Cyber Soldier of D,Machine,https://ms.yugipedia.com//4/4f/CyberSoldierofDarkworld-DM1-JP-VG.png,160,160,Makai no Kikaihei,144,297,A mechanical warrior that was built with the powers of darkness. It destroys its foes with demented determination. やみのちからでつくられた きかいへい くるったように てきをはかいする,,まかいのきかいへい,144,1400 / 1200,D,CyberSoldierofDarkworld-DM1-JP-VG.png,Machine Soldier of the Demon World,
Wicked Dragon with,Dragon,https://ms.yugipedia.com//4/47/WickedDragonwiththeErsatzHead-DM1-JP-VG.png,160,160,Matō wo Motsu Jaryū,144,298,A two-headed dragon with a pair of jaws that can tear an enemy to shreds. もうひとつの あたまをもつドラゴン ふたつのくちで てきをかみくだく,,まとうをもつじゃりゅう,144,900 / 900,A,WickedDragonwiththeErsatzHead-DM1-JP-VG.png,Wicked Dragon with the Demon Head,
Sonic Maid,Warrior,https://ms.yugipedia.com//b/b9/SonicMaid-DM1-JP-VG.png,160,160,Otome,144,299,"A maiden that uses sound to her advantage, she wields a scythe that's shaped like a musical note. おとをあつかうのが とくいなオトメ おんぷの かまをつかい こうげきする",,オトメ,144,1200 / 900,D,SonicMaid-DM1-JP-VG.png,Sonic Maiden,
Kurama,Winged Beast,https://ms.yugipedia.com//e/e6/Kurama-DM1-JP-VG.png,160,160,Doreiku,144,300,A vicious bird that attacks from the skies with its whip-like tail. しっぽが ながいとり そのしっぽで くうちゅうから こうげきする,,ドレイク,144,800 / 800,D,Kurama-DM1-JP-VG.png,Drake,
Legendary Sword,,https://ms.yugipedia.com//d/dc/LegendarySword-DM1-JP-VG.png,160,160,Densetsu no Ken,144,301,An enchanted sword that can draw out the powers of awarrior. It cannot be used by servants of the dark. せんしのもつ かくれたちからを ひきだせるけん やみのものにはつかえない,,でんせつのけん,144,,D,LegendarySword-DM1-JP-VG.png,,Magic
Sword of Ruin,,https://ms.yugipedia.com//8/82/SwordofDarkDestruction-DM1-JP-VG.png,160,160,Yami no Hashinken,144,302,Awarriorwho has sold their soul to evil can strengthened with the power of darkness. あくにこころをうったせんしが やみのちからをえて パワーアップでする,,やみのはしんけん,144,,D,SwordofDarkDestruction-DM1-JP-VG.png,Destruction Divine Sword of Darkness,Magic
Dark Energy,,https://ms.yugipedia.com//d/d4/DarkEnergy-DM1-JP-VG.png,160,160,Yami Enerugī,144,303,Fiendsand other monsters of the dark power up by 60%! あくまなど やみのモンスターは 60パーセントパワーアップするぞ！,,やみ・エネルギー,144,,D,DarkEnergy-DM1-JP-VG.png,Darkness Energy,Magic
Axe of Despair,,https://ms.yugipedia.com//0/03/AxeofDespair-DM1-JP-VG.png,160,160,Dēmon no Ono,144,304,FiendsandBeast-Warriorscan constantly use their maximum strength. デーモンや じゅうせんしなどは つねにさいこうのちからをはっきできる,,デーモンのおの,144,,D,AxeofDespair-DM1-JP-VG.png,Daemon's Axe,Magic
Lazer Cannon Armor,,https://ms.yugipedia.com//6/69/LaserCannonArmor-DM1-JP-VG.png,160,160,Rēzā Kyanon Āmā,144,305,"Ifequippedby aninsect, etc. it can fire powerful beams. こんちゅうなどに そうびさせると きょうりょくなレーザーをうてる",,レーザーキャノンアーマー,144,,B,LaserCannonArmor-DM1-JP-VG.png,Laser Cannon Armor,Magic
Insect Armor with,,https://ms.yugipedia.com//3/36/InsectArmorwithLaserCannon-DM1-JP-VG.png,160,160,Kakitsuki Insekuto Āmā,144,306,"Shoots intense flames. Can only beequippedwithinsects, etc. しゃくねつの ほのおを ほうしゃする こんちゅうなどが そうびかのう",,かきつきインセクトアーマー,144,,B,InsectArmorwithLaserCannon-DM1-JP-VG.png,Firearms-Attached Insect Armor,Magic
